"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Antigua and Barbuda","ATG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","4.18412369241072","7.3435710853441","8.59506428983356","4.08371877510336","0.167303078434315","4.67838938623611","9.75361582028522","7.9903116463129","12.7194263697446","8.26317513832319","5.4217995139738","5.77288342482856","2.54510196146892","2.03643609394508","0.848187899110314","5.39010158752733","6.32762207439725","-4.17681867690712","6.7395611559254","4.88584151541205","4.40767395547452","4.12160455415504","5.04176929743556","-3.19424189288978","2.92425143016095","5.91363142470426","5.28642014860594","6.08322843204205","13.3764001850193","9.49894448015539","0.07111102052761","-12.0360150576178","-7.14299133491195","-1.79343560355176","4.01954183888284","-0.0713638506874617","",
"Australia","AUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.35092661413184","1.27705158758818","6.2124399336051","6.97621507509949","5.97981277129858","2.36539612983032","6.29684145573282","5.09298591983649","7.04960384816769","7.1663916495117","4.0081351375751","3.91226458539784","2.59830662245663","4.09547437529825","1.33744677153038","2.58985155519728","3.60698492840366","0.896775963338285","4.05340029027113","3.05130855449973","3.35825347701257","3.32056862189818","-2.23061371992415","4.62854336859961","5.24963051202671","4.08914458429138","2.58504121983287","5.7966524833034","3.89599391407944","3.52912895654107","-0.425953257234667","0.404054753104461","4.01561129790269","4.04472812292278","3.8811996951182","3.94728562524116","3.94347600631394","4.43086518513309","5.00425623256602","3.87201507119738","1.92866858967558","3.86309558738627","3.07924890056115","4.15658491348331","3.21646733498162","2.9906675777887","3.76014410133084","3.70229295461645","1.73181791536285","1.96236610119051","2.32147890195451","3.72781842816534","2.5119382614117","",
"Austria","AUT","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.53797931684518","2.64867511295267","4.13826758157032","6.12435373762843","3.48017491799561","5.64286141093264","3.00804779775493","4.47231278246079","6.27586716606929","9.3488387309673","5.11496861896499","6.20786097154389","4.89043543125398","3.94213819723556","-0.363735756295682","4.57844537095188","5.07998085870713","-0.210653525082321","5.35669987829385","1.73148542151714","-0.144294545598598","2.01125439398373","2.97308801352744","0.0512752234456855","2.49867851175736","2.3013927870149","1.35716799535058","3.29588024305905","3.88707475113574","4.34564157586416","3.44162738989245","2.09352472972535","0.526809444134344","2.40211878163518","2.66798366649148","2.39831029294717","2.20501981565411","3.55996822242268","3.58998996094584","3.36840321968521","1.3505196035259","1.65584991126875","0.756158208328443","2.70574578583671","2.14068273200179","3.35083069097276","3.62150877391298","1.54726417692326","-3.7990762295855","1.88009468112263","3.07142722522028","0.883845320080638","0.228020373528054","",
"Azerbaijan","AZE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.699999960061689","-22.6000003946572","-23.099999548566","-19.7000000190049","-11.8000008993603","1.30000019976242","5.80000052390139","10.0000002781915","7.40000058167318","11.0999992535406","9.89999999999999","10.5999992015725","11.2000002371477","10.2000003982988","26.4000008082431","34.4999995102935","25.0489995231791","10.7724207826314","9.41065376397619","4.85433932383958","0.0659227678492726","2.20000018843571","5.79667839631929","",
"Burundi","BDI","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","-13.7461350621616","9.06315793323473","4.13540741523573","6.27303792100098","3.96722560975601","4.61299288235513","13.8215185985971","-0.297883667826198","-1.45954114176941","21.325670724065","2.74682871249527","-6.40396492250105","6.88905072359604","-0.726839563245917","0.697920233434004","7.94266097770844","11.4694530503122","-0.940575993748425","1.66495494959125","0.991055731176644","12.1632755625463","-1.05359981732721","3.71532698926913","0.155544010453539","11.7831801791323","3.2501804614183","5.50309611578241","5.03102436337662","1.34950223278265","3.49982213886176","4.99683645651872","1.0099983648187","-6.24000000000022","-3.82999999999959","-7.92000000000017","-7.99999999999994","-1.59000000000059","4.75000000000021","-1.00999999999988","-0.856864057159171","2.0558071064378","4.44651942109704","-1.22372795816652","4.83365776147777","0.900000000000347","5.38465739821253","4.78583195088814","5.04811878327607","3.46842542500001","3.78590254312172","4.19162568095402","4.01936552951105","4.59405421822632","",
"Belgium","BEL","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.97842306319198","5.21200350925606","4.35158428167068","6.9566847334402","3.56065983986062","3.15589498173409","3.86814694690101","4.19412962494718","6.6297997952943","7.43421524674643","3.98582733505077","5.29560436277639","6.38170210132576","4.56525812631914","-1.96594158299092","5.6527458804127","0.626154768563495","2.84189660067685","2.34107301719226","4.44405406906063","-0.279283668910722","0.594986962080796","0.31184273708098","2.4663826609701","1.65179282143704","1.82276213341441","2.30665945489616","4.72320886484977","3.46916685636742","3.13740244848798","1.83307429481971","1.53065478414456","-0.961873091890837","3.22697148945656","2.38475722116843","1.55129201978453","3.74332068927789","2.0060361397538","3.71616842931594","3.55038272055511","0.924271089905233","1.55952066173897","0.889901651873018","3.4344851941688","1.89394768030024","2.63034348041558","3.00033313968164","0.953305110670286","-2.61859430698294","2.50108037001482","1.63826607742912","0.0945892922423468","0.274845628241096","",
"Benin","BEN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","3.14128046154094","-3.42640982073918","4.73002797070119","6.6507591113471","5.29386284023943","3.57586272728709","1.07839867228992","3.84233563205507","2.87749797610756","2.09775758594482","-1.49684183254124","6.42636754874202","3.70616531262333","3.33931216354331","-4.89534544533758","0.884356331370853","4.98366372080628","1.25507803364036","6.5357474072847","6.78176387466071","9.95423117120279","2.23506634049309","-4.34782272848688","7.92983955647968","7.53032483722767","2.17114160184472","-1.50000294874989","3.40524529016393","-2.85416049266212","8.97613436130615","4.22579941890366","2.95771082437891","5.83617209067921","2.02040044541801","6.04519864485628","4.32428403455522","5.73468837361106","3.96101213901491","5.34144937282872","4.86166756398869","6.24841054712351","4.42111434288873","3.88250834528495","3.11985710403799","2.86523681753368","3.75215447808226","4.62639647079766","5.01463840687684","2.66322258840295","2.6114870727052","3.26371860996026","5.39588962580856","5.64014916096956","",
"Burkina Faso","BFA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.04392797653317","6.12879878142711","-1.26801637263017","2.28281922317824","3.76454538057878","0.53761308310483","8.82331497511429","3.07077393772455","2.02608104065483","0.117019610899916","1.41333988193304","2.31149874124745","0.449327404973701","8.28642648234307","2.99838289042404","8.53489496952548","0.370353558007494","4.60782500525139","3.66462151183148","0.796878872350632","4.25530339449534","9.56219662276685","0.345984739692895","-1.77869668654425","8.51736499535107","7.95536272803459","-0.236336793625298","5.79559296480244","2.15026727576519","-0.60292848001005","9.06998446083453","0.232710762542766","3.46138493514046","1.31500727214082","5.71637386679346","11.014743869212","6.31683473498401","7.30771963314496","7.40417896632496","1.8202418917115","6.61339955808431","4.35300432295081","7.80243989456773","4.47847434933408","8.66186160486619","6.25315860617759","4.1113816457828","5.80000506510187","2.86669954100719","8.44622124364996","6.62691507672713","8.99521619376871","6.64716588824257","",
"Bangladesh","BGD","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","6.05816082548085","5.45303096987189","-0.455894289938712","10.9527885460417","1.60625822891576","2.56681200128052","-1.87586391964774","9.48945401547951","1.22085790909685","5.61985229280111","-5.47948302721956","-13.9737287020439","3.32568019878394","9.59195630041845","-4.08821409181658","5.66136120119664","2.67305605001984","7.0738377326069","4.80163460055662","0.81914186889891","3.80199804664782","2.37646681833066","4.01608803899546","5.18067229847728","3.2232806245424","4.24857045341768","3.73226372538909","2.15920231230884","2.61235180889176","5.94130714246796","3.33935554092284","5.03913311439037","4.57437555717544","4.08470352807643","4.9250521808418","4.62196797019729","5.38755173267616","5.22753138830147","4.86923020669248","5.944506767714","5.27401411492016","4.4154109225754","5.25599427174103","6.27050290118247","5.9554682964432","6.62934741566914","7.0585918144368","6.01377039376958","5.0451257157669","5.57180324288305","6.4643849452773","6.52145155902686","6.01361059194194","",
"Bulgaria","BGR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","4.90016172175589","2.33456585343521","3.43030589062406","3.39644358795066","2.68344076496277","4.20760186981519","6.05451388603019","10.9446919833683","-3.28988192891863","-9.11737716831637","-8.44535521832927","-7.27238786732856","-1.48021478351322","1.81801105753439","2.86018946579203","1.59999998968941","-1.088875746458","3.4628166886048","-5.64622182225438","6.03833964380689","3.79887216791428","4.48022362197042","5.35717233540407","6.55971476859347","5.955290762375","6.47039846646828","6.90738097449461","5.75470199025656","-5.01193614780895","0.655325112354802","1.98200175317893","0.492189958319528","1.06586374688172","",
"Bahrain","BHR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-5.31669628391995","-7.55621750723262","6.37637731150235","5.00364422449621","-4.75826715146343","1.18299552992805","10.3990069141594","6.99999382457572","0.364005337788115","4.4379973302171","11.2299997232052","6.6899964793224","12.8700074230811","-0.25000099991513","3.92999224126002","4.11000538306992","3.09299924979022","4.79000236543069","4.30000080039554","5.29999344971522","2.49103441450337","3.6141473610235","6.02395247455057","6.98094617521573","6.76893912909145","6.46856827097481","8.29244382201286","6.24512834138467","2.53977246949495","4.33440708785902","2.10018410872759","3.5887045713562","5.33753850667449","",
"Bahamas, The","BHS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.6670974291829","10.4519718906978","10.5240552039871","10.501567201834","10.4255964880827","9.07192871148771","9.59811386676546","8.42176356379973","8.98166257813477","-5.64964951931607","1.6265087407437","-3.497335933369","7.56756882392715","-16.7542290749632","-14.8031263125012","5.18518497170821","9.15492921913146","14.1795201387168","26.139295769424","6.49528192139537","-9.22640507988645","6.69889775608137","3.597051867966","14.1711486244798","4.82918011397481","1.79700022744103","2.98451934490475","2.309707660833","6.72732979931732","-1.59624908649569","-4.1817846383037","-3.82558272775212","0.307806938390144","3.1489161911812","4.37875139876522","4.22353068025446","2.06223948963316","4.7164738248118","7.14412993221745","4.149246399763","2.62562712099302","2.7046295125315","-1.26474462878853","0.882884232581944","3.39529266953875","2.51686384101369","1.44652221530914","-2.32393724789044","-4.17525917522813","1.53877885334302","1.06447391550617","1.03342094413523","0.667447948879143","",
"Bosnia and Herzegovina","BIH","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8000005498984","88.9576648014073","34.3895745908777","15.5999963635658","9.59999979508615","5.50000043583101","4.39999950666288","5.30000026724034","4.00000006535353","6.09999977115795","4.99999992596616","6.20000042681093","6.83799984103075","5.42000010207988","-2.91000025728754","0.700000125881601","0.95776333587942","-1.2090231258768","2.480000041913","",
"Belarus","BLR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.19999999999921","-9.60000000000034","-7.60000000000005","-11.7","-10.4","2.80000000000014","11.3999999999999","8.40000000000001","3.39999999999993","5.80000000000005","4.72530600626246","5.04526731762394","7.04319267515923","11.4497429270061","9.40000000000001","10","8.60000000013865","10.2000000000983","0.200000000044028","7.74078121556397","5.54371146099551","1.7313912233863","0.894547993153893","",
"Belize","BLZ","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.89227699287886","4.89265857509351","4.95642317084032","4.99986589996138","4.93053399446993","4.77087331556876","4.91312455521246","7.36721823757114","5.10638394815068","4.80769287096533","3.95944209177466","10.2182987079543","5.35187427256878","13.5599961587908","3.59282047501652","-0.0340061861345902","6.4965957441112","7.92079720384169","7.51701551848171","15.1665308705747","1.29063344022767","-0.283154178253071","-2.10601523143247","1.95794435932189","1.06685471387912","4.57424749567095","11.2157884427114","9.23759247080727","13.0908402939421","10.6285755495795","10.4970451406257","12.0357573563155","6.27656563402223","0.157937823158321","0.643967583718322","1.4287226521444","3.54518378813047","3.74095512589135","8.78036808309395","13.0387673904456","5.01566339522894","5.11855932714084","9.32924461628323","4.64809081407664","2.57800711402649","4.58160036994624","1.10558612731653","3.22910131621923","0.713250728261499","3.32387112431658","2.10395080383481","3.82474878288323","1.52567527319015","",
"Bermuda","BMU","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.67999999999731","4.47000000000368","1.0699999999985","11.1099999999972","4.76000000000469","14.3636363636331","13.2750397456253","2.10526315789625","3.43642611683744","6.31229235880765","3.43749999999838","1.81268882175351","1.48367952521981","0.877192982458979","3.76811594202641","8.9385474860342","5.89743589743676","1.45278450363297","2.14797136038152","7.94392523364439","2.38095238095129","-5.28541226215641","2.0089285714283","0.481400437638541","-2.00348432055975","6.66666666666802","3.74999999999943","4.05622489959951","0.443844075644776","0.0192122958719381","-3.53438340376593","-0.0597371565103231","3.00856744371407","0.599613152803229","4.39914785618222","2.60047604555287","4.60000000000198","3.90000000000011","3.38264871401167","9.31715557653585","7.2224360086321","-1.47779037455827","3.41070620413235","2.32126647646751","1.67420714931701","5.54386592809534","2.84589011430658","1.52789390961543","-5.28417714947457","-2.09411353414293","-3.33949441020565","-4.86860026435053","","",
"Bolivia","BOL","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.07998366981974","5.57022468401642","6.42070122102028","4.79455973062788","5.62501856960085","6.4972957894456","6.90886779316999","-12.1690278774982","3.0960131437861","-0.494821089404311","5.06333643455241","7.96748521281012","5.73916152301213","2.93956781590916","7.31101772689942","4.61456748557387","4.97121565455376","2.05269457150823","0.133344043698173","-1.37177290765878","0.275616374209847","-3.93873792752328","-4.04212139982373","-0.200671850875395","-1.67638751669146","-2.57387737905526","2.46347955873563","2.90950543530157","3.79012839888273","4.63578790245245","5.26652207279878","1.64650004115683","4.26929533323748","4.6672662675528","4.6782769046531","4.3613403108683","4.95420877614612","5.0293546362004","0.426885363578648","2.50781098812674","1.68379903413391","2.48556581527659","2.71133983214789","4.17329556102078","4.42143309990637","4.79700873859643","4.56438448272661","6.14849781016818","3.35699942996455","4.12672274748631","5.17393042157704","5.17643094596949","6.77560100947443","",
"Brazil","BRA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.2759115752691","5.21605938541778","0.874672608648282","3.48558230073068","3.05348790464363","4.15036021932218","4.9152656882159","11.4272823901685","9.73582686182293","8.76994747088169","11.2950868449659","12.05280227318","13.9786916357584","9.04212030845288","5.20907590194078","9.79041016246347","4.60631806293597","3.23170957296952","6.76628496089286","9.11096015157381","-4.39335719359896","0.580245554282641","-3.40979348007325","5.26914315638712","7.94586174560585","7.98829510902199","3.59962945687748","-0.102672710198163","3.27945885212122","-4.30000000000005","1.51206746147132","-0.466914924090474","4.66515094828333","5.33435987681479","4.41683199331735","2.14999999999965","3.37493881546732","0.035512204361126","0.255597103233086","4.30574571549967","1.3148961209429","2.65597426675919","1.14674906432275","5.71391691586116","3.15635238812408","3.95541526928329","6.09545497675312","5.1692990144351","-0.32824803986604","7.53361545286975","2.73250924324444","1.03180364838337","2.49201180265695","",
"Barbados","BRB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","7.69652979830472","9.06075859876711","-5.07842107458586","5.00487574733846","11.4348434975811","4.00337126000842","10.6361361426256","6.92182131752112","7.51840479433301","9.50940299458426","3.91272243606238","1.27380067189249","1.34070042446109","-4.65084124386253","4.00514929457192","-0.0825283968629975","4.37715972480264","6.13213319764174","7.66649701789264","4.73168672984879","-3.206614983348","-5.00910746812386","0.179773729626078","3.36164217302004","0.509259259259267","9.4311414094887","1.02072689396688","6.25","5.0392156862745","-4.8067918611163","-2.91205324719512","-4.97879539486974","0.988418781623352","3.9748162492107","1.49013303158235","1.83401551907403","6.39472711535811","4.11236353006589","2.59265631305638","2.30000000000001","-2.55018435067666","0.672622175516821","1.97306608204939","1.43325143325622","3.99677028663383","5.70652173913184","1.67095115680804","0.343146108000909","-4.13966882648765","0.253473526092222","0.758497986707553","0.00929368029518685","","",
"Brunei Darussalam","BRN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","0.355463822956807","20.155393053017","10.9166983643969","6.77583447645074","22.5624280705519","-6.99670255279227","-19.8267158186383","3.95665544003559","0.501464953796642","0.599876660873349","-1.49074899687834","-2.71546969139813","2.00912976477741","1.09736632083013","-1.07417745073192","1.08942041626226","3.14594125165645","4.75858007928713","0.304573970540218","3.14539670234362","4.47870709598033","2.87831829528776","-1.47117173088664","-0.558508392532829","3.05215606741368","2.849421869975","2.74404140408586","3.87209723835255","2.90395503475781","0.504317943420517","0.387506909978711","4.39772043244614","0.154581460251663","-1.93971450739593","-1.76453572461672","2.59896591145292","3.42981847698816","0.948354661791598","-1.75196054652761","",
"Bhutan","BTN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","13.9077290356395","3.41394147506642","11.3107136184646","4.48210512922354","4.21177503633371","11.7305766311607","28.6962653616001","4.98728969866839","7.43262644625808","10.8764346909591","-0.407876088864356","4.60089143184629","1.9863665899687","4.95150367020483","7.07411727794513","5.56517286212046","5.37383851914481","5.91403083461985","7.98397202183317","6.93302423977509","8.20377386131203","10.7278406117878","7.66433404214091","5.89640819205567","7.12255964997142","6.84936593196244","17.9258249448258","4.768354225598","6.65722379603399","11.7308543603364","7.89091389329106","5.07170981496216","2.04454109469351","",
"Botswana","BWA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","6.34327963828424","6.66666875358044","5.92104819087076","6.83229714712459","5.81395647011045","6.34401567564089","5.92456306722231","10.5670569690892","15.123401979073","17.1202681872642","25.8211097405834","26.3619398551095","21.3031825567978","8.79779663711622","8.44624934241722","10.647377185679","12.0120402596177","14.3328014779979","12.1485888466551","11.986901350799","9.06485759401103","12.1655316638962","13.1467294522597","8.54538348596709","7.1252712604976","8.17292406638646","11.8819281155524","19.4499696012127","13.059406065024","6.7728220091704","7.45870876732701","2.91707033520649","1.91610735096207","3.62791594590834","7.03041026074564","5.82980007842275","8.02654902640244","0.721993155129823","9.66724074151198","1.98769585438754","0.250573866722732","6.06953086765014","4.62589476330899","2.70582167150822","4.55664575221716","7.95953106301019","8.68234066668524","3.90146670987438","-7.84100186960512","8.59413556376299","6.18281988851098","4.3141657322773","5.82703081613072","",
"Central African Republic","CAF","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.95345274209991","-3.71364012897935","-0.707243873739799","2.080361135727","0.947568971755388","0.644999279352177","4.67651462091024","1.40419674702991","7.09140650691565","2.33296604432935","1.13012702290082","-0.000782878124567787","1.88876890789508","6.33914056241755","0.40500386776867","5.43244263686691","3.80628106603919","1.20922347198793","-2.46507127121488","-4.47859982996428","-1.54450745921812","7.71572461660202","-8.12644775451494","9.4815550606323","3.92727881417341","3.57796682606524","-4.93903317311116","1.71027295696166","1.97731458927026","-2.14764243654983","-0.552426922206379","-6.42409438781195","0.33514580080795","4.89999908850116","7.20000231712439","-4.00000135093532","5.30000263854558","4.69999386093384","3.60000293573015","-2.48945009948959","4.46478264136225","3.61648801657633","-5.39746923460588","5.99499172207088","0.908086101554332","7.60033826370163","8.12280342733702","3.89208226491652","8.90713187756987","6.63541545531029","3.29996076660602","4.09997379188825","-35.9999665559918","",
"Canada","CAN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","3.16329168371287","7.11677926679131","5.18177608227349","6.69945668193699","6.63654513889813","6.58496540750694","2.91531036036223","5.29534186352817","5.26000082594564","7.65830309930797","4.11765761620346","5.4458555706391","6.96420293168556","3.69098764439453","1.82297312605112","5.19930244653936","3.45823059809338","3.95359126270267","3.80492288514091","2.1626168896826","3.50311953954349","-3.02026581763192","2.56606275288844","5.57186535371277","4.67924519220601","2.19816268886954","4.04227691062862","4.73765343697296","2.3754862659096","0.128976310899205","-2.1202435937449","0.854376222812789","2.60737070782015","4.55400797480114","2.73849394182962","1.67960446743547","4.25334813208936","4.13818697382706","4.99725613849154","5.12312240867227","1.68837418652228","2.80186806244093","1.92531746107304","3.13878826119753","3.16312962492043","2.62178168440006","2.00831101929604","1.17542627218053","-2.71147114243598","3.3742542209858","2.52818420499329","1.70900565593786","2.02201667493604","",
"Central Europe and the Baltics","CEB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.49891251870156","-3.3822623837584","0.824958502752111","3.71238566508151","5.55797780820974","4.50176949191052","3.24362874197939","2.6114739563192","2.11156844193758","3.93101681728976","3.0027370960813","3.14952610091464","4.32460205745477","5.60685940176799","4.83571333961434","6.58649985597364","6.27706333923017","3.54042066376579","-3.64957818410386","2.11392194830511","3.18799140814174","0.622689399162013","1.34400412764208","",
